YEAR,MO,DY,T2M_MIN,T2M_MAX,RH2M,PRECTOTCORR,WS10M
2014,4,25,27.29,34.9,67.25,0.26,3.7
2014,4,26,26.49,36.2,63.56,0.03,3.86
2014,4,27,26.73,35.76,63.25,0.36,3.51
2014,4,28,27.53,35.75,60.81,0.17,3.35
2014,4,29,27.2,36.24,62.5,0.35,3.48
2014,4,30,27.09,32.52,72.06,3.73,3.05
2014,5,1,27.23,32.9,74,2.54,3.86
2014,5,2,27.15,33.43,71.44,1.02,2.94
2014,5,3,27.26,33.53,69.19,0.43,3.67
2014,5,4,26.49,35.12,65.19,0.42,2.72
2014,5,5,27.16,34.89,68.31,3.42,2.31
2014,5,6,27.08,31.72,76.69,16.47,1.7
2014,5,7,25.96,31.82,73.69,1.87,1.78
2014,5,8,27.5,36.18,60.62,0.18,2.38
2014,5,9,26.94,35.12,66.69,0.27,3.82
2014,5,10,27.24,34.48,70.94,1.57,3.99
2014,5,11,27.73,33.69,70.62,0.64,3.5
2014,5,12,27.76,32.83,72.38,0.72,2.97
2014,5,13,27.94,33.63,71.62,2.87,3.43
2014,5,14,27.69,32.58,73.88,0.37,3.05
2014,5,15,27.65,33.69,68.81,0.38,3.5
2014,5,16,27.6,34.12,69.88,0.55,3.73
2014,5,17,27.93,32.69,72.69,2,3.35
2014,5,18,27.04,31.63,81.06,8.15,3.3
2014,5,19,26.93,32.54,73.31,1.07,3.01
2014,5,20,26.8,34.21,67.62,3.87,3.99
2014,5,21,27.08,34.56,67,1.23,4.38
2014,5,22,27.88,33.46,68.81,1.09,5.34
2014,5,23,27.33,32.83,70.94,0.44,4.72
2014,5,24,27.83,35.25,66,0.27,3.24
2014,5,25,27.89,33.33,69.38,0.69,2.25
2014,5,26,27.81,34.3,69.44,4.41,1.67
2014,5,27,27.59,32.43,75.69,6.38,3.05
2014,5,28,26.77,34.72,72.81,5.4,3.04
2014,5,29,27.45,34.16,73.12,3.08,2.42
2014,5,30,27.32,34.8,71.31,2.21,2.57
2014,5,31,27.62,32.69,78.25,3.93,3.23
2014,6,1,26.97,33.89,74.88,1.65,3.42
2014,6,2,27.84,34.43,70.44,1.47,2.83
2014,6,3,27.53,33.73,73.81,9.25,3.49
2014,6,4,27.76,31.69,76.56,4.68,3.83
2014,6,5,27.41,30.53,80.62,8.09,4.04
2014,6,6,26.85,31.23,77.5,1.3,4.04
2014,6,7,27.36,32.35,73.19,6.81,4.43
2014,6,8,27.26,30.69,80.62,11.05,3.84
2014,6,9,27.31,31.79,78.44,4.47,4.2
2014,6,10,27.23,31.2,81.75,2.62,4.36
2014,6,11,26.81,31.3,80.69,4.9,4.46
2014,6,12,26.76,30.45,82,11.04,5.41
2014,6,13,26.66,30.15,85.38,9.96,6.19
2014,6,14,27.01,29.42,86.94,17.38,5.6
2014,6,15,26.37,30.4,85.19,10.44,5.02
2014,6,16,26.55,28.82,87.94,10.96,6.58
2014,6,17,26.37,29.86,83.56,10.63,5.39
2014,6,18,25.44,30.59,80.12,6.2,5.26
2014,6,19,26.55,31.16,82.06,3.1,4.47
2014,6,20,26.59,30.8,83,2.24,4.64
2014,6,21,26.57,30.72,82.88,2.48,4.36
2014,6,22,26.08,29.86,83,8.66,4.65
2014,6,23,25.13,30.8,75.31,1.65,5.41
2014,6,24,25.91,30.7,76.12,1.67,5.59
2014,6,25,25.69,28.97,81.5,15.55,5.22
2014,6,26,25.5,30.65,79.81,3.26,3.8
2014,6,27,25.8,31.6,78.19,1.21,3.92
2014,6,28,26.48,31.51,79,1.65,4.41
2014,6,29,25.76,31.8,76.62,0.65,4.32
2014,6,30,26.45,30.83,76.62,1.91,4.3
2014,7,1,25.85,31.12,76,0.75,4.08
2014,7,2,25.98,32.19,75,1.15,3.81
2014,7,3,26.5,31.46,77.5,2.01,3.57
2014,7,4,26.08,32.96,74.06,2.18,4.3
2014,7,5,27.15,31.31,76.44,0.72,4.73
2014,7,6,26.87,32.33,75,1.31,4.79
2014,7,7,26.57,28.98,79.62,1.34,5.27
2014,7,8,26.57,28.27,85.38,3.29,6.29
2014,7,9,26.17,30.55,77.06,2.06,7.21
2014,7,10,25.72,30.94,73.38,1.95,7.02
2014,7,11,26.44,30.61,78.25,6.04,5.12
2014,7,12,26.37,30.45,81.44,4.43,4.88
2014,7,13,26.17,29.52,82.5,14.97,5.03
2014,7,14,25.21,27.55,88.81,15.68,4.17
2014,7,15,25.51,29.33,83,9.93,4.64
2014,7,16,25.55,29.69,82.81,3.05,3.51
2014,7,17,25.87,31.37,78.12,1.12,4.51
2014,7,18,25.48,29.2,79.06,5.43,6.23
2014,7,19,25.06,29.2,78.38,4.37,5.86
2014,7,20,25.26,30.78,76.56,1.81,5.02
2014,7,21,25.68,30.83,75.75,10.45,4.62
2014,7,22,25.62,29.23,81.56,17.92,5.15
2014,7,23,25.12,28.89,79.12,5.46,4.87
2014,7,24,24.76,30.4,76.94,0.92,5.31
2014,7,25,25.55,29.9,80.88,0.62,5.28
2014,7,26,25.68,30.55,79.81,0.6,4.53
2014,7,27,25.87,30.37,80,1.13,4.3
2014,7,28,25.76,29.5,82.25,10.08,4.09
2014,7,29,25.62,31.04,80.12,2.32,4.09
2014,7,30,25.87,31.41,81.62,5.4,3.34
2014,7,31,26.32,30.21,82.31,2.32,3.54
2014,8,1,25.61,30.51,80.38,4.49,4.26
2014,8,2,25.37,31.44,76.5,3.38,4.92
2014,8,3,25.76,30.76,77.56,0.98,5.12
2014,8,4,25.51,29.82,80.62,2.46,4.77
2014,8,5,25.37,28.43,86.56,15.65,5.41
2014,8,6,24.66,28.33,84.94,10.78,6.03
2014,8,7,25.56,28.4,86.06,5.91,5.38
2014,8,8,25.36,29.22,84.25,3.1,4.84
2014,8,9,25.02,29,80.81,0.6,4.48
2014,8,10,24.74,31.37,74.62,0.12,4.34
2014,8,11,25.32,31.73,77.5,2.06,4.28
2014,8,12,25.3,32.22,76.56,1.85,3.91
2014,8,13,25.62,30.63,82.69,1.39,3.88
2014,8,14,26.35,29.93,83.75,1.03,3.22
2014,8,15,25.87,31.06,80.81,1.26,3.51
2014,8,16,25.22,31.53,76.12,0.66,2.95
2014,8,17,25.68,31.3,80,1.95,3.17
2014,8,18,26.12,32.04,77.75,0.76,3.62
2014,8,19,25.75,29.53,84.56,15.76,3.59
2014,8,20,25.28,29.62,85.75,10.16,2.66
2014,8,21,24.92,29.48,85.38,5.73,2.38
2014,8,22,25.26,31.12,79.69,3.26,1.7
2014,8,23,26.26,31.15,79.19,2.12,1.86
2014,8,24,26.33,31.87,80.69,4.44,2.29
2014,8,25,25.86,30.57,82.69,4.15,2.24
2014,8,26,25.8,29.95,85.44,19.26,2.25
2014,8,27,25.34,29.83,83.62,11.32,1.98
2014,8,28,25.09,28.73,84,15.41,3.45
2014,8,29,25.08,29.44,82.19,12.63,3.28
2014,8,30,24.67,28.11,83.25,9.48,3.66
2014,8,31,24.51,29.35,82.38,7.15,3.55
2014,9,1,24.76,29.41,82.69,17.95,3.71
2014,9,2,24.95,29.05,83.25,18.72,4.4
2014,9,3,24.72,29.36,82.69,3.23,3.25
2014,9,4,25.08,30.63,79.19,3.32,2.98
2014,9,5,25.34,30.51,82.12,5.17,3.42
2014,9,6,25.07,28.76,85.19,20.08,3.95
2014,9,7,24.65,28.46,84.81,9.16,4.46
2014,9,8,24.28,29.65,82,0.8,4.86
2014,9,9,24.37,30.23,81.19,0.62,4.25
2014,9,10,25.26,29.05,85.5,8.33,3.59
2014,9,11,25.12,29.37,83.94,9.06,3.54
2014,9,12,25.3,28.8,83.88,9.76,2.84
2014,9,13,25.08,29.89,82.56,12.58,3.71
2014,9,14,24.98,29.15,86.12,30.12,3.7
2014,9,15,25.16,29.35,86.5,23.31,4.13
2014,9,16,24.68,29.1,87.12,8.72,4.9
2014,9,17,25.13,28.4,84.69,5.34,6.26
2014,9,18,24.68,29.93,81.5,3.6,4.07
2014,9,19,25.55,31.27,78.88,0.94,2.77
2014,9,20,25.9,31.1,79.75,0.11,2.95
2014,9,21,25.98,30.26,84.12,3.23,3.48
2014,9,22,26.05,29.57,84.25,1.85,3.39
2014,9,23,25.88,30.6,78,5.09,1.95
2014,9,24,25.81,30.82,82.69,4.55,2.13
2014,9,25,25.77,29.95,86.62,4.21,2.38
2014,9,26,25.36,30.16,83.81,2.9,2.13
2014,9,27,25.35,31.13,81.62,3.86,2.04
2014,9,28,25.87,31.14,83.25,3.39,2.13
2014,9,29,25.92,30.94,82.69,3.15,1.94
2014,9,30,25.93,28.02,84.62,14.29,1.16
2014,10,1,25.05,29.84,80.31,7.93,1.07
2014,10,2,24.8,30.8,82.38,10.77,1.59
2014,10,3,25.33,30.9,81.31,5.37,1.67
2014,10,4,25.55,28.83,85.44,10.58,2.1
2014,10,5,24.15,30.55,84.81,8.65,1.61
2014,10,6,24.14,28.64,88.06,33.07,2.16
2014,10,7,24.41,28.15,88.88,58.04,3.3
2014,10,8,24.19,28.51,87.75,29.79,3.21
2014,10,9,24.08,29.71,83.75,3.88,2.01
2014,10,10,24.82,30.79,81.94,15.26,2.73
2014,10,11,24.95,28.26,85.12,10.02,2.26
2014,10,12,24.23,30.25,81.44,1.98,2.78
2014,10,13,23.37,29.55,85.88,1.17,3.64
2014,10,14,23.58,26.51,87.56,0.46,4.45
2014,10,15,23.38,29.95,83.56,0.02,4.11
2014,10,16,22.8,30.58,82.81,0,3.27
2014,10,17,23.57,30.63,85.75,0.75,3.12
2014,10,18,23.26,30.6,83.69,2.25,3.13
2014,10,19,23.85,27.72,90,5.26,2.57
2014,10,20,23.72,29.67,87.25,7.97,2.89
2014,10,21,24.88,30.25,83.44,3.3,1.91
2014,10,22,24.57,30.28,85.75,13.9,2.23
2014,10,23,24.72,27.3,91.06,5.59,2.59
2014,10,24,24.36,29.12,80.81,7.55,1.34
2014,10,25,24.37,28.33,87.12,5.43,1.47
2014,10,26,24.29,29.78,80.25,1.96,1.03
2014,10,27,24.33,30.47,79.56,8.69,1.56
2014,10,28,25.96,29.98,80.44,12.93,0.83
2014,10,29,25.37,29.35,84.56,7.75,1.38
2014,10,30,24.65,30.57,78,1.36,1.09
2014,10,31,25.01,30.23,84.12,13.96,2.03
2014,11,1,25.24,29.47,87.5,8.79,1.91
2014,11,2,24.9,29.1,88.69,4.97,1.78
2014,11,3,24,27.51,89.62,15.08,2.86
2014,11,4,24.06,28.89,87.56,12.22,2.45
2014,11,5,24.74,29.51,81.56,2.91,1.76
2014,11,6,25.18,30.81,76.56,0.54,1.24
2014,11,7,25.7,30.71,81.25,6.81,1.34
2014,11,8,24.58,30.91,84.31,0.74,2.96
2014,11,9,24.07,30.63,81.38,0.13,2.21
2014,11,10,24.1,30.9,81.19,0.41,2.25
2014,11,11,24.34,31.02,79.88,0.96,1.95
2014,11,12,24.28,30.48,81.5,0.71,2.57
2014,11,13,23.7,30.39,84.69,0.11,3.87
2014,11,14,22.78,28.32,85.81,0.8,4.68
2014,11,15,22.46,29.83,83.75,0.06,3.97
2014,11,16,22.44,29.56,84.31,0.69,4.41
2014,11,17,22.53,29.99,84,0.14,4.2
2014,11,18,22,28.84,82.75,0,5.24
2014,11,19,20.76,28.29,82,0,5.09
2014,11,20,20.77,28.87,80.5,0,3.93
2014,11,21,22.34,29.66,80.56,0,3.55
2014,11,22,22.08,30.25,80.56,0,3.13
2014,11,23,22.94,30.29,82.44,0,3.18
2014,11,24,23.75,30.47,82.56,0.03,2.72
2014,11,25,23.4,31.08,79.19,0.12,2.52
2014,11,26,25.04,31.15,77.69,0.99,1.37
2014,11,27,25.73,29.64,84.06,1.11,1.48
2014,11,28,25.28,30.91,79.38,2.93,1.27
2014,11,29,24.88,30.99,81.62,2.02,1.99
2014,11,30,25.35,31.12,80.88,15.5,1.34
2014,12,1,25.1,30.45,80.25,3.06,2.07
2014,12,2,23.26,25.92,89.06,2.72,3.47
2014,12,3,23.28,29.51,85.06,2.46,3.11
2014,12,4,23.78,29.66,85.62,4.64,2.55
2014,12,5,21.48,27.67,84.56,1.99,3.82
2014,12,6,22.9,29.47,79.88,0.06,2.84
2014,12,7,22.75,30.47,78.12,0.3,2.57
2014,12,8,22.59,29.25,78.81,0.05,3.9
2014,12,9,20.82,29.58,79,0,3.95
2014,12,10,20.9,29.25,77.88,0,4.12
2014,12,11,20.4,29.01,75.88,0,4.13
2014,12,12,20.87,27.48,78.88,0,4.83
2014,12,13,18.94,25.78,76.44,0.07,5.96
2014,12,14,19.06,26.28,76.69,0,4.62
2014,12,15,19.94,28.67,76.25,0,4.07
2014,12,16,20.3,28.98,77.62,0,5.32
2014,12,17,17.91,23.78,73.31,0.23,6.84
2014,12,18,16.95,26.24,71.69,0.27,5.28
2014,12,19,18.66,25.71,77.88,0.08,5.28
2014,12,20,19.4,27.82,74.75,0,4.39
2014,12,21,19.14,29.09,72.56,0,5.05
2014,12,22,17.8,26.38,71.25,0.01,6.25
2014,12,23,17.34,26.67,73.06,0,5.25
2014,12,24,19.5,27.75,73.38,0.02,4.03
2014,12,25,20.37,29.85,77.38,0.01,3.8
2014,12,26,21.73,30.82,79.44,0.17,3.31
2014,12,27,24.44,30.71,82.12,0.56,2.12
2014,12,28,23.54,30.13,79.38,0.25,3.98
2014,12,29,19.05,27.72,71.12,0,5.32
2014,12,30,18.15,28.95,69.75,0,4.31
2014,12,31,17.4,28.8,66.88,0,4.19
2015,1,1,17.83,28.02,67.38,0,5.3
2015,1,2,17.08,27.62,63.56,0,5.14
2015,1,3,16.26,28.87,68.75,0,3.88
2015,1,4,19.02,30.32,66.75,0,2.3
2015,1,5,21.48,30.72,72,0,1.89
2015,1,6,22.74,31.95,74.44,0,1.97
2015,1,7,23.8,30.7,77.81,0.29,1.8
2015,1,8,22.38,26.53,84.25,1.06,3.54
2015,1,9,21.69,30.33,74.44,0.15,3.67
2015,1,10,22.45,30.8,69.69,0.14,2.03
2015,1,11,22.19,30.34,69.94,0.25,3.66
2015,1,12,19.57,28.37,66.31,0.04,4.98
2015,1,13,19.12,27.02,62.38,0.01,6.07
2015,1,14,17.01,29.4,54.88,0,4.98
2015,1,15,16.83,29.71,55,0,4.47
2015,1,16,16.57,30.03,56.06,0,4.33
2015,1,17,16.39,28.98,56.94,0,4.66
2015,1,18,17.55,29.8,63.38,0,4.04
2015,1,19,18.08,29.8,60.19,0,3.91
2015,1,20,18.41,30.25,62.31,0,3.27
2015,1,21,18.53,31.51,53.06,0,2.39
2015,1,22,18.55,31.8,56,0,3.16
2015,1,23,21.13,31.27,63.5,0,1.98
2015,1,24,21.94,30.88,70.5,0,2.49
2015,1,25,22.44,32.04,70.75,0,2.08
2015,1,26,22.42,32.12,73.25,0,1.9
2015,1,27,22.38,32.08,72.38,0,1.93
2015,1,28,23.34,32.59,71.88,0.1,1.98
2015,1,29,23.47,32.8,75.25,0.86,2.3
2015,1,30,23.82,33.11,74.19,0.06,2.25
2015,1,31,23.74,31.48,76.06,1.36,2.52
2015,2,1,22.02,31.98,66.06,0.14,3.29
2015,2,2,20.72,31.65,60.12,0,3.44
2015,2,3,21.21,32.63,59.38,0,2.88
2015,2,4,21.09,33.37,55.69,0,2.77
2015,2,5,20.65,32.62,54.69,0,3.48
2015,2,6,20.15,31.69,54.75,0,3.83
2015,2,7,19.99,31.79,55.25,0,3.35
2015,2,8,21.92,32.48,59.12,0,2.77
2015,2,9,20.98,31.92,56.5,0,3.05
2015,2,10,20.29,31.97,53.75,0,2.5
2015,2,11,23.44,32.55,62.38,0,1.99
2015,2,12,22.79,31.79,73.94,0.02,3.37
2015,2,13,22.83,30.46,76.25,1.16,3.85
2015,2,14,23.59,29.97,76.12,2.02,4.46
2015,2,15,23.82,31.4,73.62,0.36,4.12
2015,2,16,23.34,32.39,72.75,0.06,3.15
2015,2,17,23.08,31.43,74.38,0.02,3.19
2015,2,18,23.87,31.29,74.62,1.79,3.16
2015,2,19,23.91,29.04,79.12,7.95,3.41
2015,2,20,23.45,32.2,71.94,0.42,3.04
2015,2,21,23.84,31.4,76.94,2.98,3.6
2015,2,22,23.81,31.79,75.12,0.32,3.62
2015,2,23,22.96,33.73,69.56,0,3.02
2015,2,24,23.4,33.76,70.88,0,3.4
2015,2,25,23.89,33.37,70.62,0.04,3.67
2015,2,26,24.47,33.08,71.31,0.1,3.91
2015,2,27,24.27,33.3,73.06,1.1,3.22
2015,2,28,24.98,33.05,72.81,2.39,2.8
2015,3,1,24.91,33.73,70.75,0.46,2.48
2015,3,2,25.35,30.65,79.06,1.71,3.57
2015,3,3,25.58,32.66,73,0.47,4.7
2015,3,4,24.8,33.95,71.31,0.01,4.01
2015,3,5,24.42,34.55,73.81,0.01,3.73
2015,3,6,25.1,33.29,73.94,0.01,4.62
2015,3,7,25.14,33.23,73,0.01,4.4
2015,3,8,24.77,33.11,71.69,0.04,4.16
2015,3,9,25.02,34.4,68.5,0.01,3.18
2015,3,10,24.79,34.41,69.69,0,3.64
2015,3,11,24.74,33.9,73.25,0.02,3.79
2015,3,12,24.76,32.51,73.94,0.07,3.91
2015,3,13,25.17,32.61,72.38,0.09,4.44
2015,3,14,25.87,32.55,69.94,0.22,4.38
2015,3,15,25.31,33.02,71.69,0.35,4.24
2015,3,16,25.8,33.37,71.62,0.09,4.62
2015,3,17,25.51,33.68,71.81,0.09,4.53
2015,3,18,25.7,34.7,69.5,0.02,4.72
2015,3,19,25.8,34.76,70.69,0.18,4.4
2015,3,20,25.31,34.48,73.44,0.18,4.11
2015,3,21,26.5,33.12,74,5.12,4.09
2015,3,22,25.71,30.38,80.19,9.87,2.85
2015,3,23,25.58,29.82,78.75,5.44,3.32
2015,3,24,25.05,30.76,77.44,13.8,1.91
2015,3,25,24.1,34.51,69.06,4.11,3.24
2015,3,26,24.84,33.08,70.31,5.38,2.42
2015,3,27,24.35,34.37,68.06,1.21,3.52
2015,3,28,25.44,34.43,67,0.67,2.46
2015,3,29,25.88,32.41,70.06,3.35,2.05
2015,3,30,25.67,33.44,70.88,1.13,3.06
2015,3,31,25.52,34.07,69.94,1.61,3.34
2015,4,1,26.06,34.69,69.62,0.41,3.91
2015,4,2,26.67,34.86,69,0.04,4.53
2015,4,3,26.69,37.09,56.44,0.02,3.75
2015,4,4,25.79,35.78,65.44,0,4.24
2015,4,5,25.8,35.67,67.69,0.01,4.21
2015,4,6,26.25,35.82,67.94,0.19,3.81
2015,4,7,27.08,34.76,68.62,1,2.99
2015,4,8,26.9,30.07,81.56,13.98,2.93
2015,4,9,25.74,32.78,71.69,0.28,2.51
2015,4,10,25.53,35.25,68.06,0.16,3.15
2015,4,11,26.11,32.4,76.5,12.54,3.03
2015,4,12,25.59,29.95,78.88,16.19,2.2
2015,4,13,24.28,34.9,58.31,1.22,3.57
2015,4,14,22.79,35.18,54.81,0,3.48
2015,4,15,25.2,35.83,62.19,0,3.05
2015,4,16,26.04,35.44,67.12,0.01,3.38
2015,4,17,25.96,34.4,71.25,0.01,3.95
2015,4,18,26.48,34.31,68.81,0.14,4.28
2015,4,19,25.93,35.96,67.19,0.01,4.08
2015,4,20,25.94,36.05,66.06,0,4.05
2015,4,21,27.14,36.35,67.44,0.1,3.45
2015,4,22,27.02,33.44,72.31,1.03,3.01
2015,4,23,26.33,29.79,74.75,6.54,2.55
2015,4,24,24.79,34.37,63.44,1.57,1.5
2015,4,25,26.05,32.62,70.19,2.83,2.01
2015,4,26,26.37,34.66,65.31,0.87,1.66
2015,4,27,27.03,33.66,67.94,0.59,2.27
2015,4,28,26.87,33.52,67.62,0.28,3.36
2015,4,29,26.72,33.69,69.88,0.2,3.19
2015,4,30,26.99,32.33,70.25,0.32,3.12
2015,5,1,27.11,33.07,71.5,0.5,3.19
2015,5,2,27.4,31.9,75.94,1.09,3.16
2015,5,3,27.05,34.43,71.38,0.42,3.62
2015,5,4,27.23,32.97,74.5,0.58,3.58
2015,5,5,27.55,33.54,74.31,0.67,4.03
2015,5,6,27.54,32.94,75.38,0.49,3.06
2015,5,7,27.56,33.37,74,0.38,3.43
2015,5,8,27.45,32.42,77.25,3.48,3.2
2015,5,9,26.76,30.43,83.5,18.53,3.82
2015,5,10,26.63,31.44,80.5,5.22,3.52
2015,5,11,26.61,34.84,72.06,0.34,3.6
2015,5,12,27.68,34.44,72.94,0.91,4.48
2015,5,13,27.34,32.81,75.62,5.26,4.16
2015,5,14,26.65,32.05,77.75,9.86,3.41
2015,5,15,26.09,34.01,72.06,0.28,3.67
2015,5,16,27.23,34.05,73.12,0.12,4.15
2015,5,17,27.68,33.75,69,0.68,3.9
2015,5,18,27.43,33.9,70.81,2.86,3.49
2015,5,19,27.87,33.45,71.31,1.09,3.78
2015,5,20,28.1,33.5,67.75,1.34,4.26
2015,5,21,27.26,34.19,67.88,3.7,4.57
2015,5,22,26.9,32.06,75.56,6.79,5.13
2015,5,23,26.9,30.65,80.19,2.9,4.67
2015,5,24,27.17,31.22,77.19,1.9,4.51
2015,5,25,27.23,32.45,74.44,0.67,5.01
2015,5,26,26.99,31.45,77.94,5.02,4.47
2015,5,27,26.43,31.15,77.38,0.76,4.31
2015,5,28,27.19,31.6,75.06,1.76,4.58
2015,5,29,26.6,33.87,70.5,3.78,4.38
2015,5,30,26.71,31.79,74.25,3.99,3.75
2015,5,31,27.29,32.69,73.94,3.91,3.7
2015,6,1,27.34,33.1,71.94,0.46,3.23
2015,6,2,26.9,34.07,70.19,0.88,4.13
2015,6,3,26.69,33.73,76.12,2.62,2.6
2015,6,4,25.91,31.33,80.94,2.15,3.28
2015,6,5,26.4,32.94,74.25,0.38,3.04
2015,6,6,26.91,35.87,67.94,0.03,3.61
2015,6,7,27.4,34.01,73.44,2.4,4.02
2015,6,8,26.89,30.47,82.5,18.4,2.54
2015,6,9,26.43,32.98,74.81,3.3,2.88
2015,6,10,27.22,33.69,74.62,4.35,2.74
2015,6,11,26.58,33.29,76.62,0.7,3.36
2015,6,12,27.12,31.83,79.94,9.54,3.02
2015,6,13,26.83,29.98,80.5,9.31,2.94
2015,6,14,26.59,31.84,76.44,6.67,2.77
2015,6,15,26.37,29.2,83.44,9.02,2.12
2015,6,16,25.87,29.59,83.56,9.94,3.67
2015,6,17,25.54,28.93,86.94,42.19,4.05
2015,6,18,25.4,28.55,86.31,32.23,5.2
2015,6,19,24.8,30.18,79.31,1.96,5
2015,6,20,25.51,31.26,77.88,0.82,4.91
2015,6,21,25.48,29.94,79.62,1.84,5.35
2015,6,22,25.63,31.05,78.69,19.83,5.29
2015,6,23,25.61,30.15,79.69,1.88,4.84
2015,6,24,25.97,28.62,82.31,8.41,5.79
2015,6,25,25.19,29.34,80.31,5.49,6.41
2015,6,26,25.32,29.27,81.56,10.28,6
2015,6,27,25.51,28.44,84,14.49,4.84
2015,6,28,25.45,30.29,81,2.96,4.62
2015,6,29,25.26,31.08,78.25,0.52,3.8
2015,6,30,25.01,31.26,78.44,0.76,4.13
2015,7,1,25.06,31.4,78.5,1.14,4.66
2015,7,2,25.64,32.29,77.06,0.17,4.63
2015,7,3,26.39,30.97,79.62,0.47,4.84
2015,7,4,26.65,31.65,78.44,0.05,5.61
2015,7,5,26.83,31.43,74.31,0.88,5.91
2015,7,6,25.9,31.24,77.25,1.85,5.67
2015,7,7,25.82,32.21,76.12,1.09,5.12
2015,7,8,26.07,30.89,76.44,0.68,4.86
2015,7,9,26.63,33.46,68.31,0.27,5.58
2015,7,10,26.3,32.47,73.31,0.55,4.6
2015,7,11,26.28,33.02,74.81,0.56,5.22
2015,7,12,27.05,32.9,74.06,0.58,4.79
2015,7,13,26.92,32.01,75.75,2.38,4.73
2015,7,14,25.9,30.94,76.88,1.87,4.71
2015,7,15,26.45,30.22,80.44,1.96,5.84
2015,7,16,26.08,28.88,86,8.52,5.36
2015,7,17,26.31,29.51,84.88,5.38,5.2
2015,7,18,25.98,29.3,84,6.77,4.98
2015,7,19,25.93,29.09,85.12,14.02,4.78
2015,7,20,25.73,28.37,89,16.45,5.95
2015,7,21,25.3,28.8,84.94,2.12,5.25
2015,7,22,25.33,29.3,80,0.32,3.36
2015,7,23,25.84,30.85,79.19,0.07,3.29
2015,7,24,25.83,31.88,74.75,0.03,3.13
2015,7,25,25.92,32.55,71.25,1.03,3.34
2015,7,26,26.08,31.17,77.19,6.92,3.99
2015,7,27,25.67,31.06,77.69,5.82,3.35
2015,7,28,25.58,30.19,79.12,6.97,3.65
2015,7,29,24.74,30.02,80.19,4.57,2.68
2015,7,30,24.55,28.87,82.94,14.6,2.87
2015,7,31,24.17,28.88,86.5,13.85,2.96
2015,8,1,25.29,27.26,87.88,16.77,2.88
2015,8,2,25.02,28.25,86.06,10.75,3.49
2015,8,3,24.27,30.02,79.12,11.85,3.88
2015,8,4,24.32,30.33,79.25,2.84,4.43
2015,8,5,25.12,29.08,83.19,2.59,4.59
2015,8,6,25.55,29.9,84.75,1.87,4.94
2015,8,7,25.03,28.45,86.69,3.88,4.18
2015,8,8,24.86,29.37,82.56,3.26,4.62
2015,8,9,24.87,28.98,77.69,2.49,4.48
2015,8,10,25.23,30.55,80,0.5,4.15
2015,8,11,25.41,31.34,78.5,4.33,3.38
2015,8,12,25.94,31.13,83.25,13.45,3.23
2015,8,13,26.08,29.83,85.88,6.47,2.98
2015,8,14,25.83,30.33,83.69,1.35,2.84
2015,8,15,25.99,29.53,85.81,3.71,2.84
2015,8,16,25.65,29.86,85.88,3.4,2.78
2015,8,17,25.87,30.92,80.06,7.21,2.72
2015,8,18,26.17,31.62,79.06,2.82,2.7
2015,8,19,26.12,32.05,78.88,3.06,3.42
2015,8,20,25.76,30.87,82.94,5.9,4.05
2015,8,21,25.67,29.62,84.75,5.59,4.69
2015,8,22,25.33,28.78,84.75,2.29,5.01
2015,8,23,25.31,30.98,76.81,0.4,5.24
2015,8,24,25.21,30.98,78.25,1.65,4.89
2015,8,25,25.62,29.64,81.88,7.85,5.52
2015,8,26,25.12,29.23,81.75,5.4,5.22
2015,8,27,24.75,29.65,80.5,8.12,4.01
2015,8,28,24.64,30.56,78.69,27.26,3.71
2015,8,29,24.79,31.12,79.69,3.47,4.16
2015,8,30,25.12,30.85,82.31,3.87,4.08
2015,8,31,25.3,29.98,85,4.82,4.16
2015,9,1,25.13,30.04,83.19,11.82,3.74
2015,9,2,25.35,29.68,84.62,2.21,3.03
2015,9,3,25.87,30.55,82.25,5.97,2.63
2015,9,4,25.52,29.76,83.75,2.86,2.49
2015,9,5,25.79,30.5,82.12,1.63,2.94
2015,9,6,25.55,30.74,81.62,1.61,2.62
2015,9,7,26.05,31.47,80.25,1.45,3.07
2015,9,8,25.27,32.09,78.62,1.03,3.8
2015,9,9,25.6,29.55,83.12,5.54,3.77
2015,9,10,25.19,27.73,86.88,25.97,2.79
2015,9,11,24.57,29.94,83.88,5.52,3.37
2015,9,12,25.12,29.75,84.25,4.08,3.54
2015,9,13,25.33,30.15,83.88,16.63,3.58
2015,9,14,24.72,27.67,87.31,15.71,4.77
2015,9,15,24.01,25.17,89.31,26.02,5.55
2015,9,16,23.87,27.49,92.12,56.02,7.54
2015,9,17,24.08,28.87,88.12,94.74,6.77
2015,9,18,25.08,27.81,89.19,16.46,4.97
2015,9,19,24.57,32.04,77.75,0.7,1.57
2015,9,20,25.07,31.94,77.88,0.02,2.09
2015,9,21,26.33,29.87,84.06,3.49,2.17
2015,9,22,26.07,30.58,80.06,19.29,2.29
2015,9,23,25.44,30.4,81,6.97,3.55
2015,9,24,24.98,29.76,82.81,0.5,4.05
2015,9,25,25.13,29.3,84.75,1.53,4.34
2015,9,26,24.8,30.01,83.69,2.55,3.62
2015,9,27,25.7,29.33,85.62,4.39,2.2
2015,9,28,25.69,29.48,87.56,12.86,2.82
2015,9,29,25.25,27.99,88.38,9.04,3.06
2015,9,30,25.21,29.43,87.44,3.07,2.92
